NODE_3_length_11551_cov_10.598101_g2_i0,tr|A0A125V7M4|A0A125V7M4_9CAUD Helicase OS=Peptoclostridium phage phiCDIF1296T OX=1677909 GN=CDIF1296T_02283 PE=4 SV=1,33.2,479,274,11,8858,7428,608,1042,2.61e-58,229
NODE_3_length_11551_cov_10.598101_g2_i0,tr|Q2NP48|Q2NP48_NPVHC Global transactivator OS=Hyphantria cunea nuclear polyhedrosis virus OX=28288 GN=gta PE=4 SV=1,25.7,490,305,13,8894,7479,18,466,3.12e-38,158
NODE_3_length_11551_cov_10.598101_g2_i0,tr|A0A2I7MM20|A0A2I7MM20_9ABAC Global transactivator protein OS=Spilosoma obliqua nucleopolyhedrosis virus OX=1810940 GN=Spob097 PE=4 SV=1,25.1,490,308,12,8894,7479,18,466,1.86e-37,156
NODE_3_length_11551_cov_10.598101_g2_i0,tr|A0A679EN45|A0A679EN45_9ABAC Global trabsactivator OS=Choristoneura diversana nucleopolyhedrovirus OX=2689371 GN=gta PE=4 SV=1,25.9,499,303,14,8891,7467,19,474,1.93e-37,156
NODE_3_length_11551_cov_10.598101_g2_i0,tr|V9XTV7|V9XTV7_9ABAC Gta OS=Choristoneura murinana nucleopolyhedrovirus OX=1987479 GN=chmu105 PE=4 SV=1,25.9,499,303,14,8891,7467,19,474,1.93e-37,156
NODE_6_length_9766_cov_307.243475_g5_i0,tr|A0A977R7S9|A0A977R7S9_9VIRU Genome polyprotein OS=Fuyun tick virus 2 OX=2977136 PE=4 SV=1,28.3,2555,1538,80,7428,91,527,2896,7.58e-231,784
NODE_6_length_9766_cov_307.243475_g5_i0,tr|A0A7S9SMJ7|A0A7S9SMJ7_9VIRU Genome polyprotein OS=Iflavirus IricIV-1 OX=2789944 PE=4 SV=1,27.8,2586,1521,72,7479,103,623,2989,4.27e-229,780
NODE_6_length_9766_cov_307.243475_g5_i0,tr|A0A2Z6DTP5|A0A2Z6DTP5_9VIRU Genome polyprotein OS=Ixodes scapularis iflavirus OX=1752930 PE=4 SV=1,27.8,2604,1497,73,7479,103,623,2989,2.06e-227,775
NODE_6_length_9766_cov_307.243475_g5_i0,tr|A0A1L3KJA2|A0A1L3KJA2_9VIRU Genome polyprotein (Fragment) OS=Bole hyalomma asiaticum virus 1 OX=1922762 PE=4 SV=1,27.9,2571,1493,76,7431,112,553,2894,4.66e-227,773
NODE_6_length_9766_cov_307.243475_g5_i0,tr|A0A1L3KKU0|A0A1L3KKU0_9VIRU Genome polyprotein (Fragment) OS=Bole hyalomma asiaticum virus 1 OX=1922762 PE=4 SV=1,27.9,2571,1493,76,7431,112,553,2894,4.66e-227,773
NODE_7_length_9743_cov_314.983971_g6_i0,tr|A0A1L3KM42|A0A1L3KM42_9VIRU RNA-directed RNA polymerase OS=Hubei picorna-like virus 78 OX=1923162 PE=4 SV=1,84.4,1982,298,2,8802,2857,32,2001,0.0,3516
NODE_7_length_9743_cov_314.983971_g6_i0,tr|A0A7G4YW66|A0A7G4YW66_9PICO Genome polyprotein OS=Eotetranychus kankitus picorna-like virus OX=2760843 PE=4 SV=1,50.0,1629,739,19,7725,2866,502,2063,0.0,1571
NODE_7_length_9743_cov_314.983971_g6_i0,tr|A0A7G4YW54|A0A7G4YW54_9VIRU RNA-dependent RNA polymerase OS=Hubei picorna-like virus 80 OX=1923165 PE=4 SV=1,48.2,1668,780,22,7812,2866,300,1902,0.0,1528
NODE_7_length_9743_cov_314.983971_g6_i0,tr|A0A1L3KM85|A0A1L3KM85_9VIRU RNA-directed RNA polymerase OS=Hubei picorna-like virus 80 OX=1923165 PE=4 SV=1,48.2,1668,780,22,7812,2866,300,1902,0.0,1528
NODE_7_length_9743_cov_314.983971_g6_i0,tr|A0A4D5YIB3|A0A4D5YIB3_9VIRU Polyprotein OS=Tetranychus urticae-associated picorna-like virus 2 OX=2556129 PE=4 SV=1,48.5,1650,733,22,7758,2863,338,1889,0.0,1518
NODE_8_length_9706_cov_313.466937_g6_i1,tr|A0A1L3KM42|A0A1L3KM42_9VIRU RNA-directed RNA polymerase OS=Hubei picorna-like virus 78 OX=1923162 PE=4 SV=1,84.4,1982,298,2,8802,2857,32,2001,0.0,3516
NODE_8_length_9706_cov_313.466937_g6_i1,tr|A0A7G4YW66|A0A7G4YW66_9PICO Genome polyprotein OS=Eotetranychus kankitus picorna-like virus OX=2760843 PE=4 SV=1,50.0,1629,739,19,7725,2866,502,2063,0.0,1571
NODE_8_length_9706_cov_313.466937_g6_i1,tr|A0A7G4YW54|A0A7G4YW54_9VIRU RNA-dependent RNA polymerase OS=Hubei picorna-like virus 80 OX=1923165 PE=4 SV=1,48.2,1668,780,22,7812,2866,300,1902,0.0,1528
NODE_8_length_9706_cov_313.466937_g6_i1,tr|A0A1L3KM85|A0A1L3KM85_9VIRU RNA-directed RNA polymerase OS=Hubei picorna-like virus 80 OX=1923165 PE=4 SV=1,48.2,1668,780,22,7812,2866,300,1902,0.0,1528
NODE_8_length_9706_cov_313.466937_g6_i1,tr|A0A4D5YIB3|A0A4D5YIB3_9VIRU Polyprotein OS=Tetranychus urticae-associated picorna-like virus 2 OX=2556129 PE=4 SV=1,48.5,1650,733,22,7758,2863,338,1889,0.0,1518
NODE_11_length_9358_cov_9.329672_g9_i0,tr|A0A1V0SC72|A0A1V0SC72_9VIRU Ubiquitin carboxyl-terminal hydrolase OS=Catovirus CTV1 OX=1977631 GN=Catovirus_2_230 PE=4 SV=1,22.8,355,202,12,5856,6902,118,406,3.23e-10,72.0
