NODE_318_length_2624_cov_3.851431_g209_i0,Chain U, chr17.trna16-GlnTTG,87.500,72,9,0,2228,2299,1,72,2.83e-11,84.2
NODE_318_length_2624_cov_3.851431_g209_i0,Chain U, chr17.trna16-GlnTTG,84.722,72,11,0,1465,1536,1,72,6.13e-08,73.1
NODE_514_length_2250_cov_6.171796_g326_i0,Chain U, chr17.trna16-GlnTTG,86.111,72,10,0,400,471,72,1,1.13e-09,78.7
NODE_889_length_1787_cov_69.623104_g564_i0,MAG: Trachysalambria curvirostris nimavirus Ube2021 DNA, complete genome,80.090,221,40,4,1199,1417,72464,72682,8.61e-35,161
NODE_1003_length_1701_cov_14.462531_g646_i0,Rose partitivirus isolate PB segment dsRNA2, complete sequence,98.589,1701,24,0,1,1701,94,1794,0.0,3009
NODE_1003_length_1701_cov_14.462531_g646_i0,Rose partitivirus segment RNA2, complete sequence,98.589,1701,24,0,1,1701,94,1794,0.0,3009
NODE_1003_length_1701_cov_14.462531_g646_i0,Pear alphapartitivirus gene for capsid protein, complete cds, segment: dsRNA2,71.861,1553,351,70,183,1692,277,1786,4.50e-97,368
NODE_1388_length_1474_cov_36.062812_g928_i0,Rose cryptic virus 1 segment dsRNA2 hypothetical protein gene, complete cds,99.931,1458,0,1,1,1458,27,1483,0.0,2686
NODE_1388_length_1474_cov_36.062812_g928_i0,Rose cryptic virus 1 RNA 2, complete sequence,99.794,1459,2,1,1,1458,27,1485,0.0,2676
NODE_1388_length_1474_cov_36.062812_g928_i0,Rose cryptic virus 1 isolate ShB-1 segment dsRNA2, complete sequence,99.794,1459,2,1,1,1458,27,1485,0.0,2676
NODE_1388_length_1474_cov_36.062812_g928_i0,Rose cryptic virus 1 isolate LS13S9 segment RNA2 putative coat protein gene, complete cds,99.710,1381,2,2,1,1379,32,1412,0.0,2527
NODE_1388_length_1474_cov_36.062812_g928_i0,Rosa multiflora cryptic virus segment dsRNA3, complete sequence,100.000,1334,0,0,1,1334,26,1359,0.0,2464
NODE_1529_length_1416_cov_32.191363_g1029_i0,Marseillevirus marseillevirus strain T19, complete genome,86.139,101,14,0,399,499,199518,199418,2.49e-19,110
NODE_1529_length_1416_cov_32.191363_g1029_i0,Marseillevirus marseillevirus strain T19, complete genome,86.139,101,14,0,399,499,199518,199418,2.49e-19,110
NODE_1529_length_1416_cov_32.191363_g1029_i0,Marseillevirus sp. strain Vienna, complete genome,78.107,169,31,6,331,496,170985,170820,4.17e-17,102
NODE_1535_length_1412_cov_101.603435_g1035_i0,Rosa multiflora cryptic virus segment dsRNA2, complete sequence,99.929,1413,0,1,1,1412,40,1452,0.0,2603
NODE_1535_length_1412_cov_101.603435_g1035_i0,Rose cryptic virus 1 isolate LS13S9 segment RNA3 hypothetical protein gene, complete cds,99.929,1407,1,0,1,1407,8,1414,0.0,2593
NODE_1535_length_1412_cov_101.603435_g1035_i0,Rose cryptic virus 1 segment dsRNA3 hypothetical protein gene, complete cds,99.929,1407,1,0,1,1407,40,1446,0.0,2593
NODE_1535_length_1412_cov_101.603435_g1035_i0,Rose cryptic virus 1 RNA 3, complete sequence,99.858,1407,2,0,1,1407,40,1446,0.0,2588
NODE_1535_length_1412_cov_101.603435_g1035_i0,Rose cryptic virus 1 isolate ShB-1 segment dsRNA3, complete sequence,99.858,1407,2,0,1,1407,40,1446,0.0,2588
NODE_1606_length_1385_cov_4.966463_g1083_i0,Papaya mosaic virus isolate PaMVs1, partial genome,95.522,67,2,1,102,167,50,116,3.15e-18,106
NODE_1606_length_1385_cov_4.966463_g1083_i0,Turnip mosaic virus isolate NSW3, complete genome,100.000,53,0,0,115,167,9752,9804,5.28e-16,99.0
NODE_2061_length_1230_cov_453.537597_g1402_i0,Bovine viral diarrhea virus type 2 strain BVDV2-Ms St T4529c polyprotein gene, partial cds,80.412,582,101,11,388,962,933,1508,4.05e-116,431
NODE_2061_length_1230_cov_453.537597_g1402_i0,Bovine viral diarrhea virus type 2 strain BVDV2-Ms St T4529c polyprotein gene, partial cds,81.579,228,40,2,61,287,1291,1517,9.69e-43,187
NODE_2061_length_1230_cov_453.537597_g1402_i0,Bovine viral diarrhea virus 1 isolate VE_138cp_05 genome assembly, complete genome: monopartite,84.135,416,62,3,93,506,5140,5553,1.14e-106,399
NODE_2061_length_1230_cov_453.537597_g1402_i0,Bovine viral diarrhea virus 1 isolate VE_138cp_05 genome assembly, complete genome: monopartite,81.948,421,68,6,318,734,5137,5553,1.17e-91,350
NODE_2061_length_1230_cov_453.537597_g1402_i0,Bovine viral diarrhea virus CP1 putative helcase/protease mRNA, partial cds,84.958,359,50,3,150,506,2829,3185,5.39e-95,361
NODE_2061_length_1230_cov_453.537597_g1402_i0,Bovine viral diarrhea virus CP1 putative helcase/protease mRNA, partial cds,82.730,359,58,3,378,734,2829,3185,1.18e-81,316
NODE_2061_length_1230_cov_453.537597_g1402_i0,Bovine viral diarrhea virus CP1 putative helcase/protease mRNA, partial cds,85.463,227,33,0,61,287,2968,3194,9.49e-58,237
NODE_2061_length_1230_cov_453.537597_g1402_i0,Bovine viral diarrhea virus 1 isolate CA2006, complete genome,84.249,273,39,3,236,506,8330,8600,1.57e-65,263
NODE_2061_length_1230_cov_453.537597_g1402_i0,Bovine viral diarrhea virus 1 isolate CA2006, complete genome,85.022,227,34,0,61,287,8383,8609,4.41e-56,231
NODE_2061_length_1230_cov_453.537597_g1402_i0,Bovine viral diarrhea virus cpA2 RNA,83.394,277,42,3,242,516,527,801,9.42e-63,254
NODE_2061_length_1230_cov_453.537597_g1402_i0,Bovine viral diarrhea virus cpA2 RNA,85.526,228,33,0,61,288,574,801,2.64e-58,239
NODE_3601_length_931_cov_26.511655_g2621_i0,Bovine viral diarrhea virus p125 protein gene, partial cds,85.022,227,34,0,508,734,1493,1267,3.31e-56,231
NODE_3601_length_931_cov_26.511655_g2621_i0,Pestivirus type 1 cytopathic genomic RNA, complete genome,81.172,239,33,6,508,734,8405,8167,3.38e-41,182
NODE_3601_length_931_cov_26.511655_g2621_i0,Bovine viral diarrhea virus mRNA sequence,80.417,240,32,8,508,734,1088,851,2.63e-37,169
NODE_3864_length_898_cov_7.364848_g2838_i0,MAG: Qianjiang picobirna-like virus 2 isolate QJ3MS693 genomic sequence,87.899,909,93,12,1,898,4809,3907,0.0,1053
NODE_3864_length_898_cov_7.364848_g2838_i0,Dickeya phage phiDP10.3 clone pD10.contig.26_1 genomic sequence,83.095,911,133,15,1,898,889,1791,0.0,809
NODE_3864_length_898_cov_7.364848_g2838_i0,Stealth virus 1 clone 3B43, genomic sequence,83.509,758,95,24,158,898,3620,2876,0.0,680
NODE_3864_length_898_cov_7.364848_g2838_i0,Dickeya phage phiDP23.1 clone pD23.contig.39_1 genomic sequence,82.984,764,111,13,147,898,8,764,0.0,673
NODE_3864_length_898_cov_7.364848_g2838_i0,Moraxella phage Mcat16, complete genome,80.690,725,120,16,1,709,3907,4627,1.00e-150,545
NODE_4433_length_834_cov_9.261498_g3337_i0,Rose cryptic virus 1 isolate LS13S9 segment RNA1 RNA-dependent RNA polymerase gene, complete cds,100.000,834,0,0,1,834,1537,704,0.0,1541
