NODE_857_length_1732_cov_5.027728_g578_i0,Papaya mosaic virus isolate PaMVs1, partial genome,95.522,67,2,1,93,158,50,116,3.96e-18,106
NODE_857_length_1732_cov_5.027728_g578_i0,Turnip mosaic virus isolate NSW3, complete genome,100.000,53,0,0,106,158,9752,9804,6.63e-16,99.0
NODE_896_length_1706_cov_27.439682_g598_i0,Rose partitivirus isolate PB segment dsRNA2, complete sequence,98.535,1706,25,0,1,1706,1780,75,0.0,3013
NODE_896_length_1706_cov_27.439682_g598_i0,Rose partitivirus segment RNA2, complete sequence,98.535,1706,25,0,1,1706,1780,75,0.0,3013
NODE_896_length_1706_cov_27.439682_g598_i0,Pear alphapartitivirus gene for capsid protein, complete cds, segment: dsRNA2,71.770,1548,351,70,1,1505,1781,277,2.71e-94,359
NODE_1276_length_1478_cov_8.195730_g870_i0,Rose cryptic virus 1 isolate LS13S9 segment RNA1 RNA-dependent RNA polymerase gene, complete cds,100.000,1478,0,0,1,1478,45,1522,0.0,2730
NODE_1276_length_1478_cov_8.195730_g870_i0,Rose cryptic virus 1 segment dsRNA1 RNA-dependent RNA polymerase gene, complete cds,100.000,1478,0,0,1,1478,119,1596,0.0,2730
NODE_1276_length_1478_cov_8.195730_g870_i0,Rosa multiflora cryptic virus segment dsRNA1, complete sequence,100.000,1478,0,0,1,1478,119,1596,0.0,2730
NODE_1276_length_1478_cov_8.195730_g870_i0,Rose cryptic virus 1 RNA 1, complete sequence,99.662,1478,5,0,1,1478,120,1597,0.0,2702
NODE_1276_length_1478_cov_8.195730_g870_i0,Rose cryptic virus 1 isolate ShB-1 segment dsRNA1, complete sequence,99.662,1478,5,0,1,1478,120,1597,0.0,2702
NODE_1472_length_1395_cov_36.706505_g1015_i0,Marseillevirus marseillevirus strain T19, complete genome,86.139,101,14,0,169,269,199518,199418,2.46e-19,110
NODE_1472_length_1395_cov_36.706505_g1015_i0,Marseillevirus marseillevirus strain T19, complete genome,86.139,101,14,0,169,269,199518,199418,2.46e-19,110
NODE_1472_length_1395_cov_36.706505_g1015_i0,Marseillevirus sp. strain Vienna, complete genome,78.107,169,31,6,101,266,170985,170820,4.11e-17,102
NODE_1486_length_1387_cov_64.474886_g1027_i0,Rose cryptic virus 1 segment dsRNA2 hypothetical protein gene, complete cds,100.000,1387,0,0,1,1387,21,1407,0.0,2562
NODE_1486_length_1387_cov_64.474886_g1027_i0,Rose cryptic virus 1 RNA 2, complete sequence,99.856,1387,2,0,1,1387,21,1407,0.0,2551
NODE_1486_length_1387_cov_64.474886_g1027_i0,Rose cryptic virus 1 isolate ShB-1 segment dsRNA2, complete sequence,99.856,1387,2,0,1,1387,21,1407,0.0,2551
